COD_CLIENTE,NATURA_GIURIDICA,PV,CODICE_ISTAT,FIDO_PAYLINE,DECISIONE,VALUTAZIONE_TEMPI_PAG,GG_PATTUITI,GG_RITARDO,FATTURATO,FATTURATO_MESE,CLASSE_RISCHIO,CLASSE_RISCHIO_DESCR
11697,,PC,,6000.0,Accordabile,Regolari,20.0,13.0,"934,1","118,84",4,Affidabile
11698,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"366,87","23,54",4,Affidabile
11699,S.r.l.,PC,1431/07,24000.0,Accordabile,Regolari,21.0,0.0,"2366,99","509,38",4,Affidabile
11700,S.n.c.,PC,4322/07,22500.0,Accordabile,Regolari,23.0,0.0,"847,67","34,74",4,Affidabile
11701,S.p.A.,MI,82991/07,0.0,Non accordabile,,25.0,1877.0,"951,2",0,1,Non affidabile
11702,S.r.l.,PC,6831/07,3000.0,Accordabile,Regolari,21.0,0.0,"1008,34","158,32",4,Affidabile
11703,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"7262,9","1030,43",4,Affidabile
11704,S.n.c.,PC,4332/07,8500.0,Accordabile,Regolari,28.0,0.0,"237,21","23,58",4,Affidabile
11705,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"909,32","86,89",4,Affidabile
11706,Ente,PC,551/07,0.0,Non accordabile,Regolari,22.0,0.0,"20696,32","4005,39",6,Non operativa
11707,Coop.,PC,4621/07,550000.0,Accordabile,Regolari,22.0,0.0,"404282,08","36072,09",4,Affidabile
11708,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"7338,55","1363,97",4,Affidabile
11709,Indiv.,PC,45201/07,3000.0,Accordabile,Regolari,21.0,0.0,"1030,67","155,91",4,Affidabile
11710,Indiv.,PC,960201/07,3000.0,Accordabile,Regolari,22.0,0.0,"1502,54","134,72",4,Affidabile
11711,Indiv.,PC,45403/07,2500.0,Accordabile,Regolari,21.0,0.0,"343,02","54,7",4,Affidabile
11712,Indiv.,PC,321309/07,2500.0,Accordabile,,21.0,0.0,"295,47",0,4,Affidabile
11713,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1578,99","248,04",4,Affidabile
11714,,PC,,5000.0,Accordabile,,-1.0,-1.0,"432,34",0,4,Affidabile
11715,Indiv.,PC,47622/07,0.0,Non accordabile,,-1.0,-1.0,"122,27",0,6,Non operativa
11716,Indiv.,PC,47521/07,3000.0,Accordabile,Regolari,23.0,0.0,"1433,37","83,51",4,Affidabile
11717,S.r.l.,PC,47523/07,142800.0,Accordabile,Regolari,22.0,0.0,"10667,11","1708,75",4,Affidabile
11718,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"11528,91","2679,99",4,Affidabile
11719,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"12042,61","2262,2",4,Affidabile
11720,Indiv.,PC,4941/07,3000.0,Accordabile,Regolari,23.0,0.0,"1464,49","121,09",4,Affidabile
11721,S.n.c.,PC,4322/07,16500.0,Accordabile,Regolari,21.0,0.0,"617,7",0,4,Affidabile
11722,Indiv.,PC,2562/07,2500.0,Accordabile,,21.0,0.0,"430,46",0,4,Affidabile
11723,S.n.c.,PR,10512/07,42000.0,Accordabile,Regolari,21.0,1.0,"40675,02","7885,72",4,Affidabile
11724,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"995,8","138,03",4,Affidabile
11725,Indiv.,PC,47711/07,2500.0,Accordabile,,23.0,0.0,"188,17","188,17",4,Affidabile
11726,S.r.l.,PC,222/07,18500.0,Accordabile,Regolari,21.0,0.0,"169,68","23,54",4,Affidabile
11727,S.n.c.,PC,10711/07,13500.0,Accordabile,Regolari,21.0,0.0,"7739,74","975,18",4,Affidabile
11727,S.n.c.,PC,10711/07,13500.0,Accordabile,Regolari,21.0,0.0,"7739,74","975,18",4,Affidabile
11728,S.n.c.,PC,47521/07,17000.0,Accordabile,Regolari,21.0,-3.0,"2128,72","323,08",4,Affidabile
11729,Coop.,PC,88/07,17700.0,Accordabile,Regolari,21.0,0.0,"1186,95","198,43",4,Affidabile
11730,S.n.c.,PC,85592/07,0.0,Non accordabile,Ritardi significativi,23.0,623.0,"506,92",0,1,Non affidabile
11731,S.a.s.,PC,4941/07,96600.0,Accordabile,Regolari,21.0,0.0,"1436,97",451,4,Affidabile
11732,S.n.c.,PC,,0.0,Non accordabile,,23.0,1736.0,"248,93",0,6,Non operativa
11733,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"8488,02","1394,76",4,Affidabile
11734,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"2156,86","319,2",4,Affidabile
11735,Ente,PC,551/07,0.0,Non accordabile,Regolari,22.0,0.0,"58146,84","9819,63",6,Non operativa
11736,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"352,09","75,67",4,Affidabile
11737,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"2442,85","298,4",4,Affidabile
11738,S.a.s.,PC,47521/07,14100.0,Accordabile,Regolari,22.0,0.0,"2793,24","329,08",4,Affidabile
11739,Indiv.,PC,432901/07,3000.0,Accordabile,Regolari,21.0,0.0,"3056,73","408,71",4,Affidabile
11740,,PC,,5000.0,Accordabile,,21.0,0.0,"198,39","23,54",4,Affidabile
11741,S.r.l.,PC,2511/07,5000.0,Accordabile,,-1.0,-1.0,"41,81",0,4,Affidabile
11742,S.r.l.u.s.,PC,2711/07,261000.0,Accordabile,Regolari,21.0,0.0,"1648,8","157,69",4,Affidabile
11743,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"1635,29","99,1",4,Affidabile
11744,S.r.l.,PC,2814/07,655000.0,Accordabile,Regolari,23.0,0.0,"3858,39","260,21",4,Affidabile
11745,Indiv.,PC,960202/07,3000.0,Accordabile,Regolari,21.0,0.0,"498,29","94,4",4,Affidabile
11746,S.r.l.,PC,28292/07,19250.0,Accordabile,Regolari,21.0,0.0,"2911,23","685,84",4,Affidabile
11747,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"1043,16","66,14",4,Affidabile
11748,S.r.l.,PR,6622/07,16613.0,Accordabile,Regolari,23.0,0.0,"9446,47","1072,33",4,Affidabile
11749,S.r.l.u.s.,MI,282999/07,0.0,Non accordabile,Regolari,21.0,17.0,"6375,1","1812,8",1,Non affidabile
11750,S.a.s.,PC,682001/07,6023.0,Accordabile,Prevalentemente regolari,23.0,26.0,"3450,79",0,4,Affidabile
11751,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"332,63","41,97",4,Affidabile
11752,Indiv.,PC,563/07,3000.0,Accordabile,Regolari,23.0,-1.0,"3516,54","531,67",4,Affidabile
11753,Indiv.,PC,63111/07,2500.0,Accordabile,Regolari,21.0,-1.0,"464,62","78,94",4,Affidabile
11754,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1353,3","191,9",4,Affidabile
11755,Indiv.,PC,432201/07,3000.0,Accordabile,Regolari,21.0,0.0,"609,38","86,76",4,Affidabile
11756,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"20753,03","3436,17",4,Affidabile
11757,Indiv.,PC,45202/07,,,,,,,,6,Non operativa
11758,S.r.l.,MI,451/07,0.0,Non accordabile,,28.0,908.0,"944,49",0,2,Cautela
11759,S.r.l.,PC,749021/07,45500.0,Accordabile,Regolari,22.0,0.0,"26046,9","3456,97",4,Affidabile
11760,S.p.A.,RM,492/07,510000.0,Accordabile,Prevalentemente regolari,21.0,-2.0,"1078,81","94,53",4,Affidabile
11761,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"3770,82","608,26",4,Affidabile
11762,S.r.l.,PC,452/07,1500.0,Accordabile,Regolari,22.0,0.0,"15248,26","1761,81",4,Affidabile
11763,Indiv.,PC,1812/07,4140.0,Accordabile,Regolari,21.0,0.0,"617,63","178,62",4,Affidabile
11764,S.p.A.,MI,3522/07,0.0,Non accordabile,,21.0,0.0,"536,25","156,07",6,Non operativa
11765,S.r.l.,PC,451101/07,33929.0,Accordabile,Regolari,23.0,0.0,"11416,64","2156,7",4,Affidabile
11766,S.r.l.u.s.,PC,812/07,69000.0,Accordabile,Regolari,21.0,27.0,"719,6","43,23",4,Affidabile
11767,S.n.c.,PC,,0.0,Non accordabile,,27.0,2403.0,"641,21",0,6,Non operativa
11768,,PC,,6000.0,Accordabile,Regolari,21.0,6.0,"5948,73","822,04",4,Affidabile
11769,Indiv.,PC,960201/07,0.0,Non accordabile,,-1.0,-1.0,"69,72",0,6,Non operativa
11770,S.p.A.,PR,86101/07,42207.0,Da ridurre,Prevalentemente regolari,63.0,1.0,"599212,71","103112,29",4,Affidabile
11771,Indiv.,PC,3314/07,3000.0,Accordabile,Regolari,22.0,0.0,"1315,05","136,38",4,Affidabile
11772,S.p.A.,PD,25121/07,495000.0,Accordabile,Regolari,21.0,0.0,"30024,87","2005,52",4,Affidabile
11773,S.a.s.,PC,563/07,0.0,Non accordabile,Dilazionati,21.0,44.0,"496,93","42,43",1,Non affidabile
11774,Indiv.,PC,47112/07,0.0,Non accordabile,Dilazionati,122.0,342.0,"1087,45",0,2,Cautela
11775,,PC,,5000.0,Accordabile,Regolari,22.0,0.0,"1010,5","209,13",4,Affidabile
11776,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"5539,4","551,4",4,Affidabile
11777,S.n.c.,PC,222/07,6900.0,Accordabile,Regolari,21.0,0.0,"466,91",30,4,Affidabile
11778,S.n.c.,PC,45201/07,6000.0,Accordabile,Regolari,23.0,0.0,"4605,84","450,56",4,Affidabile
11779,S.r.l.,PC,71201/07,15000.0,Accordabile,Regolari,22.0,0.0,"11176,17","1341,3",4,Affidabile
11780,Indiv.,PC,47512/07,3240.0,Accordabile,Regolari,21.0,0.0,298,"47,94",4,Affidabile
11781,S.a.s.,PC,662202/07,14782.0,Accordabile,Regolari,22.0,0.0,"7033,25","934,19",4,Affidabile
11782,S.r.l.,PC,9603/07,2750.0,Accordabile,Prevalentemente regolari,21.0,0.0,"642,25","23,55",4,Affidabile
11783,S.r.l.,MI,2361/07,0.0,Non accordabile,,31.0,1746.0,"908,25",0,6,Non operativa
11784,Indiv.,PC,563/07,3000.0,Accordabile,Regolari,21.0,1.0,"1346,72","171,15",4,Affidabile
11785,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"6885,92","1020,71",4,Affidabile
11786,Indiv.,PC,331252/07,0.0,Non accordabile,,-1.0,-1.0,"77,65",0,6,Non operativa
11787,S.r.l.,PC,681/07,106000.0,Accordabile,Regolari,0.0,0.0,"400,12",0,4,Affidabile
11788,S.r.l.,PC,2511/07,27500.0,Accordabile,Regolari,22.0,0.0,"103677,53","15957,12",4,Affidabile
11789,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"6320,07","1552,05",4,Affidabile
11790,S.n.c.,PC,2511/07,12300.0,Accordabile,Regolari,21.0,0.0,"3797,54","181,69",4,Affidabile
11791,Indiv.,PC,563/07,4140.0,Accordabile,Regolari,21.0,0.0,"427,89","41,92",4,Affidabile
11792,Indiv.,PC,960201/07,3000.0,Accordabile,Regolari,21.0,0.0,"508,4","61,77",4,Affidabile
11793,,PC,,5000.0,Accordabile,,21.0,0.0,"197,64","15,3",4,Affidabile
11794,S.a.s.,PC,63111/07,2500.0,Accordabile,Regolari,21.0,1.0,"1104,84","279,09",4,Affidabile
11795,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"9083,33","1486,05",4,Affidabile
11796,,PC,,,Da approfondire,Regolari,21.0,-8.0,"11278,18","2771,68",4,Affidabile
11797,S.r.l.,PC,9312/07,2050.0,Accordabile,Regolari,22.0,0.0,"16434,07","3309,54",4,Affidabile
11798,S.a.s.,PC,681/07,5300.0,Accordabile,,21.0,1765.0,"102,1",0,4,Affidabile
11799,S.r.l.,PC,2312/07,34200.0,Accordabile,Regolari,22.0,0.0,"10292,69","1924,89",4,Affidabile
11800,S.r.l.,PC,52291/07,208500.0,Accordabile,Regolari,21.0,0.0,"176,62","164,08",4,Affidabile
11801,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"10954,36","1574,94",4,Affidabile
11802,S.n.c.,PC,45201/07,18000.0,Accordabile,Regolari,23.0,0.0,"11617,61","1554,34",4,Affidabile
11803,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"7509,68","1255,38",4,Affidabile
11804,,PC,,5000.0,Accordabile,,21.0,0.0,"207,2",0,4,Affidabile
11805,,PC,,2783.0,Da ridurre,Dilazionati,21.0,103.0,"11175,89","1885,68",4,Affidabile
11806,S.p.A.,PC,467322/07,325000.0,Accordabile,Regolari,23.0,0.0,"205608,1","31719,35",4,Affidabile
11807,S.r.l.u.s.,CT,46421/07,555000.0,Accordabile,Regolari,21.0,10.0,"-3790,52","-4220,49",4,Affidabile
11808,S.n.c.,PC,45201/07,5040.0,Accordabile,Regolari,21.0,0.0,"1836,97","153,8",4,Affidabile
11809,Indiv.,PC,332009/07,3000.0,Accordabile,Regolari,21.0,0.0,"1607,02","183,49",4,Affidabile
11810,,PC,,5000.0,Accordabile,,-1.0,-1.0,"12,48",0,4,Affidabile
11811,Indiv.,PC,4765/07,5000.0,Accordabile,,-1.0,-1.0,"12,51",0,4,Affidabile
11812,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"969,99","124,29",4,Affidabile
11813,S.r.l.,PC,682/07,99600.0,Accordabile,Regolari,22.0,0.0,"11651,03","1230,37",4,Affidabile
11814,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"760,41","146,72",4,Affidabile
11815,S.n.c.,PC,6832/07,3480.0,Accordabile,Regolari,22.0,0.0,"899,31","71,63",4,Affidabile
11816,Indiv.,PC,952909/07,3000.0,Accordabile,Regolari,22.0,1.0,"1204,75","68,3",4,Affidabile
11817,Indiv.,PC,86903/07,0.0,Non accordabile,,-1.0,-1.0,"102,47",0,6,Non operativa
11818,S.p.A.,RE,2896/07,1210000.0,Accordabile,Regolari,21.0,0.0,"276,14","51,79",4,Affidabile
11819,Indiv.,PC,742052,0.0,Non accordabile,,21.0,0.0,"202,78","23,54",6,Non operativa
11820,Indiv.,PC,561011/07,2300.0,Accordabile,Dilazionati,22.0,27.0,"6047,15","727,35",4,Affidabile
11821,,PC,,5000.0,Accordabile,Regolari,22.0,0.0,"520,66","48,79",4,Affidabile
11822,S.r.l.,PC,8623/07,1500.0,Accordabile,Regolari,22.0,0.0,"1929,2","224,08",4,Affidabile
11823,S.p.A.,MI,4671/07,31000.0,Accordabile,Regolari,23.0,0.0,"25428,7","3540,06",4,Affidabile
11824,S.r.l.,MI,551/07,3000.0,Da ridurre,Regolari,22.0,0.0,"46164,45","5792,98",4,Affidabile
11825,S.r.l.u.s.,PC,331259/07,8100.0,Accordabile,Regolari,23.0,0.0,"6879,72","693,12",4,Affidabile
11826,,PC,,5000.0,Accordabile,,-1.0,-1.0,"274,22",0,4,Affidabile
11827,S.r.l.,PC,32503/07,19800.0,Accordabile,Regolari,23.0,0.0,"5127,05","693,61",4,Affidabile
11828,S.r.l.,PC,4661/07,31500.0,Accordabile,Regolari,21.0,0.0,"2045,48","351,35",4,Affidabile
11829,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"2183,62","193,86",4,Affidabile
11830,S.r.l.,PC,1624/07,64200.0,Accordabile,Regolari,21.0,0.0,"766,92","186,3",4,Affidabile
11831,,PC,,2500.0,Accordabile,,20.0,2617.0,"285,2",0,4,Affidabile
11832,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"5091,2","674,84",4,Affidabile
11833,Indiv.,PC,47732/07,0.0,Non accordabile,Regolari,0.0,-7.0,"873,98",0,6,Non operativa
11834,S.r.l.,PC,551/07,0.0,Non accordabile,,21.0,1817.0,"31087,39",0,6,Non operativa
11835,Indiv.,PR,47991/07,1500.0,Accordabile,,20.0,2605.0,"120,6",0,4,Affidabile
11836,S.r.l.,PR,662202/07,287848.0,Accordabile,Regolari,21.0,-13.0,"800,61","136,12",4,Affidabile
11837,S.r.l.s.,PC,561011/07,,Da approfondire,,21.0,1821.0,"1187,52",0,4,Affidabile
11838,Indiv.,BO,01114/07,4980.0,Accordabile,Regolari,21.0,0.0,"521,97","70,36",4,Affidabile
11839,Indiv.,PC,561011/07,5200.0,Accordabile,Regolari,-1.0,-1.0,"3199,17",0,4,Affidabile
11840,S.p.a.u.s.,MI,6511/07,1000000.0,Accordabile,Regolari,0.0,0.0,"75,38",0,4,Affidabile
11841,Indiv.,PV,960909/07,1500.0,Da ridurre,,26.0,2437.0,"3235,7",0,4,Affidabile
11842,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"18816,1","2848,92",4,Affidabile
11843,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"3007,65","527,53",4,Affidabile
11844,S.r.l.,PC,091/07,0.0,Non accordabile,Regolari,24.0,0.0,"2334,97","342,46",1,Non affidabile
11845,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"3039,07","469,75",4,Affidabile
11846,Indiv.,PC,412/07,3000.0,Accordabile,Regolari,21.0,0.0,"641,88","23,54",4,Affidabile
11847,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"3979,81","828,24",4,Affidabile
11848,,PC,,0.0,Non accordabile,Ritardi significativi,22.0,598.0,"32232,86","3102,8",2,Cautela
11849,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"5902,33","718,26",4,Affidabile
11850,S.r.l.,PC,682002/07,40000.0,Accordabile,,0.0,1.0,"7954,19",0,4,Affidabile
11851,S.r.l.,PV,2561/07,0.0,Non accordabile,,22.0,1491.0,"8774,83",0,6,Non operativa
11852,S.r.l.,MI,561011/07,6500.0,Da ridurre,Regolari,22.0,0.0,"69659,01","9148,68",4,Affidabile
11853,S.n.c.,PC,682002/07,1525.0,Accordabile,,20.0,2284.0,"1084,53",0,4,Affidabile
11854,Indiv.,PC,,0.0,Non accordabile,,23.0,1358.0,"154,09",0,6,Non operativa
11855,S.a.s.,PC,9313/07,5700.0,Accordabile,Regolari,22.0,0.0,"4566,17","775,28",4,Affidabile
11856,S.r.l.,PC,45202/07,51600.0,Accordabile,Regolari,22.0,0.0,"44270,07","4864,21",4,Affidabile
11857,Indiv.,PC,10711/07,3000.0,Accordabile,Regolari,22.0,0.0,"9474,58","925,38",4,Affidabile
11858,S.a.s.,PC,1812/07,46000.0,Accordabile,Regolari,21.0,0.0,"13044,8","3465,79",4,Affidabile
11859,S.a.s.,PC,561011/07,2200.0,Accordabile,Dilazionati,22.0,34.0,"6469,3","715,21",4,Affidabile
11860,S.r.l.,PC,47911/07,0.0,Non accordabile,Dilazionati,20.0,29.0,"7441,39","1666,47",1,Non affidabile
11861,S.a.s.,PC,561011/07,3150.0,Accordabile,Prevalentemente regolari,21.0,0.0,"3553,34","726,16",4,Affidabile
11862,Indiv.,PC,561011/07,0.0,Non accordabile,,22.0,845.0,"253,26",0,6,Non operativa
11863,S.n.c.,PC,561011/07,,,,,,,,4,Affidabile
11864,S.r.l.,PC,432102/07,5907.0,Accordabile,Regolari,21.0,26.0,"1562,8","154,87",4,Affidabile
11865,S.p.A.,PC,473/07,798996.0,Accordabile,Regolari,23.0,0.0,"64100,51","8491,63",4,Affidabile
11866,,PC,,6000.0,Accordabile,Regolari,22.0,2.0,"15237,42","1934,72",4,Affidabile
11867,S.r.l.,PC,45202/07,9300.0,Accordabile,Regolari,23.0,0.0,"14232,83","2003,84",4,Affidabile
11868,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"11315,27","1934,02",4,Affidabile
11869,S.r.l.,PC,4771/07,,Da approfondire,Prevalentemente regolari,23.0,0.0,"30752,06","4853,22",2,Cautela
11870,,MI,,6000.0,Accordabile,Regolari,0.0,0.0,"829,5",0,4,Affidabile
11871,S.a.s.,PC,561011/07,,Da approfondire,Regolari,21.0,3.0,"4548,37","616,71",4,Affidabile
11872,Ente,PC,5814/07,15000.0,Accordabile,Regolari,23.0,-1.0,"47039,28","3600,83",4,Affidabile
11873,,PC,,6000.0,Accordabile,Regolari,-1.0,-1.0,"15,47",0,4,Affidabile
11874,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"11248,68",2508,4,Affidabile
11875,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"15613,53","3487,86",4,Affidabile
11876,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"4958,61","889,18",4,Affidabile
11877,S.n.c.,PC,45201/07,8700.0,Accordabile,Regolari,21.0,-2.0,"3420,12","577,48",4,Affidabile
11878,S.a.s.,PC,47721/07,8250.0,Accordabile,Regolari,22.0,0.0,"7689,84","914,4",4,Affidabile
11879,S.r.l.,PC,2812/07,117000.0,Accordabile,Regolari,21.0,0.0,"6483,27","1319,78",4,Affidabile
11880,S.r.l.,PC,71125/07,25800.0,Accordabile,Regolari,21.0,0.0,"1087,86","325,17",4,Affidabile
11881,,PC,,6000.0,Da ridurre,Regolari,31.0,0.0,"66161,46","12015,11",4,Affidabile
11882,S.n.c.,PC,56103/07,,Da approfondire,Regolari,20.0,0.0,"1432,99","183,76",4,Affidabile
11883,S.a.s.,PC,4532/07,61800.0,Accordabile,Regolari,21.0,0.0,"679,13","164,56",4,Affidabile
11884,S.a.s.,PC,475/07,13500.0,Accordabile,Regolari,21.0,0.0,"675,39","168,37",4,Affidabile
11885,,PC,960202/07,,,,,,,,3,No negativita'
11886,S.r.l.,PC,563/07,0.0,Non accordabile,Regolari,21.0,0.0,"735,97","24,19",6,Non operativa
11887,Indiv.,PC,32993/07,3120.0,Accordabile,Regolari,22.0,0.0,"2113,4","325,61",4,Affidabile
11888,S.a.s.,PC,1813/07,5500.0,Accordabile,Regolari,21.0,0.0,"3988,75","735,08",4,Affidabile
11889,S.r.l.,PC,681/07,40200.0,Accordabile,Regolari,21.0,0.0,"5087,48","813,8",4,Affidabile
11890,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"22565,66","5735,32",4,Affidabile
11891,Assoc.,PC,856001/07,8000.0,Accordabile,Regolari,22.0,0.0,"91801,92","14243,08",4,Affidabile
11892,,PC,,5000.0,Accordabile,Regolari,21.0,14.0,"4036,25","496,59",4,Affidabile
11893,S.r.l.,MI,561011/07,1750.0,Da ridurre,Regolari,23.0,0.0,"31250,46","3918,72",4,Affidabile
11894,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"5817,1","674,12",4,Affidabile
11895,,PC,,5000.0,Accordabile,Regolari,21.0,0.0,"13270,36","1971,55",4,Affidabile
11896,,PC,,5000.0,Accordabile,Regolari,21.0,0.0,"1991,67","479,17",4,Affidabile
11897,S.r.l.,PC,620909/07,6600.0,Accordabile,Regolari,23.0,0.0,"7040,56","1083,56",4,Affidabile
11898,S.r.l.,PC,282992/07,55200.0,Accordabile,Regolari,21.0,0.0,"5291,07","1524,76",4,Affidabile
11899,Indiv.,PC,4648/07,9300.0,Accordabile,Regolari,21.0,0.0,"1382,04","351,31",4,Affidabile
11900,Indiv.,PC,47711/07,0.0,Non accordabile,,21.0,1310.0,"1652,01",0,6,Non operativa
11901,S.n.c.,PC,47592/07,41000.0,Accordabile,Regolari,22.0,2.0,"4800,86","596,51",4,Affidabile
11902,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"19565,36","3560,11",4,Affidabile
11903,S.a.s.,PC,563/07,10500.0,Accordabile,Regolari,21.0,0.0,"234,07","26,12",4,Affidabile
11904,S.a.s.,PC,5621/07,6600.0,Accordabile,Regolari,21.0,0.0,"3264,48","1153,73",4,Affidabile
11905,,PC,,5000.0,Accordabile,Regolari,22.0,0.0,"6954,07","554,04",4,Affidabile
11906,S.n.c.,PC,46741/07,9000.0,Accordabile,Regolari,22.0,0.0,"1529,27","140,96",4,Affidabile
11907,S.r.l.,BZ,563/07,0.0,Non accordabile,Prevalentemente regolari,21.0,30.0,"927,93","53,96",1,Non affidabile
11908,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"2505,06","245,52",4,Affidabile
11909,,PC,,5000.0,Accordabile,Prevalentemente regolari,21.0,-1.0,"8303,76","1707,09",4,Affidabile
11910,,PC,,3525.0,Accordabile,Dilazionati,235.0,69.0,"5706,91",551,4,Affidabile
11911,,PC,,6000.0,Accordabile,Regolari,21.0,1.0,"21117,95","3366,06",4,Affidabile
11912,S.a.s.,PC,4771/07,19800.0,Accordabile,Regolari,-1.0,-1.0,"14,68",0,4,Affidabile
11913,,PC,,0.0,Non accordabile,Regolari,21.0,128.0,"1850,87","172,84",2,Cautela
11914,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1680,41","378,66",4,Affidabile
11915,,PC,,,No negativita,,-1.0,-1.0,"40,97",0,3,No negativita'
11916,S.a.s.,PC,563/07,0.0,Non accordabile,Ritardi significativi,24.0,1453.0,"1605,27",0,2,Cautela
11917,S.r.l.,PC,1812/07,15000.0,Accordabile,Regolari,23.0,0.0,"67793,44","9932,22",4,Affidabile
11918,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1154,97","429,56",4,Affidabile
11919,S.a.s.,PC,56102/07,1500.0,Accordabile,,21.0,2560.0,"1185,2",0,4,Affidabile
11920,S.r.l.,MI,451901/07,2836.0,Accordabile,Regolari,21.0,-2.0,"962,61","215,55",4,Affidabile
11921,Indiv.,PC,012/07,4150.0,Accordabile,Regolari,21.0,0.0,"1238,51","149,35",4,Affidabile
11922,S.r.l.,LO,451101/07,0.0,Non accordabile,,21.0,2381.0,"4577,04",0,6,Non operativa
11923,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"6131,54","1232,58",4,Affidabile
11924,,PC,,3650.0,Accordabile,Dilazionati,30.0,64.0,"9433,37","1378,88",4,Affidabile
11925,S.a.s.,PC,551/07,0.0,Non accordabile,,21.0,1800.0,"1281,15",0,6,Non operativa
11926,S.r.l.,PC,47711/07,1500.0,Accordabile,Regolari,23.0,0.0,"725,58","221,87",4,Affidabile
11927,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"1390,09","137,5",4,Affidabile
11928,Indiv.,PC,960201/07,1500.0,Accordabile,,21.0,1608.0,"336,54",0,4,Affidabile
11929,Indiv.,PC,47114/07,2500.0,Accordabile,Regolari,22.0,0.0,"3809,97","262,57",4,Affidabile
11930,Indiv.,PC,960201/07,0.0,Non accordabile,,21.0,1642.0,"542,65",0,6,Non operativa
11931,S.r.l.,PC,10712/07,4800.0,Accordabile,Regolari,22.0,0.0,"10354,78","1205,07",4,Affidabile
11932,Coop.,PC,47112/07,2500.0,Accordabile,Regolari,21.0,0.0,"133,15",0,4,Affidabile
11933,S.r.l.,PC,451101/07,20000.0,Accordabile,,-1.0,-1.0,"-85,24",0,4,Affidabile
11934,S.a.s.,PC,4774/07,59400.0,Accordabile,Regolari,22.0,0.0,"3983,58","336,88",4,Affidabile
11935,S.n.c.,PC,,2500.0,Accordabile,Ritardi,-1.0,-1.0,"492,16",0,4,Affidabile
11936,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"16161,86","2153,99",4,Affidabile
11937,Indiv.,PC,561011/07,7500.0,Accordabile,Regolari,22.0,0.0,"6872,01","693,99",4,Affidabile
11938,S.r.l.,PC,255/07,49000.0,Accordabile,Regolari,21.0,0.0,"8505,56","1202,41",4,Affidabile
11939,,RM,,5000.0,Accordabile,Regolari,21.0,0.0,"2352,3","288,06",4,Affidabile
11940,S.p.A.,PV,453101/07,0.0,Non accordabile,Ritardi significativi,22.0,2260.0,"144,08",0,6,Non operativa
11941,S.r.l.,PC,1812/07,120000.0,Accordabile,Regolari,-1.0,-1.0,"6378,4","-272,4",4,Affidabile
11942,Indiv.,PC,47241/07,5400.0,Accordabile,Regolari,23.0,12.0,"2440,58","199,1",4,Affidabile
11943,Coop.,PC,561011/07,1500.0,Accordabile,,28.0,2464.0,"171,74",0,4,Affidabile
11944,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"725,51","56,43",4,Affidabile
